topic_id,task,primary_type,type_flags,present_cells,absent_cells,present_partial_mean,absent_partial_mean,partial_delta_present_minus_absent,present_solve_rate,absent_solve_rate,solve_delta_present_minus_absent,representative_text
actionlint-action-pinning-lint-topic-028,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"rule_action_pinning.go shouldCheck() logic: denied owners/actions always return true (stay checked); if no allowed lists exist return true; otherwise return true only when the name is NOT in allowed lists, meaning allowed entries are skipped from pinning checks. Owner matching is case-insensitive via containsFold."
actionlint-action-pinning-lint-topic-029,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,added helper configEnablesActionPinning(cfg) to linter.go: returns true if cfg.ActionPinning != nil or any cfg.Paths entry has a non-nil ActionPinning.
actionlint-action-pinning-lint-topic-030,actionlint-action-pinning-lint,test_failure,test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,completed: full test suite passes (go test ./... ok). All packages green including the previously-failing SARIF test.
actionlint-action-pinning-lint-topic-031,actionlint-action-pinning-lint,test_failure,code_structure;self_reported_completion;test_failure,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,Started writing tests for the action-pinning rule by examining rule_deprecated_commands_test.go as a template for test structure (table-driven tests using go-cmp diff).
actionlint-action-pinning-lint-topic-032,actionlint-action-pinning-lint,code_structure,code_structure;implementation_state;self_reported_completion;task_requirement,11,31,0.9990909090909091,0.997258064516129,0.001832844574780168,0.8181818181818182,0.967741935483871,-0.14956011730205276,"Config (config.go): the Config struct has SelfHostedRunner, ConfigVariables, and Paths (map[string]PathConfig). PathConfig currently only has an Ignore field. ParseConfig validates glob patterns in paths but no action-pinning config exists yet."
actionlint-action-pinning-lint-topic-033,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state;self_reported_completion,3,39,0.9983333333333334,0.9976923076923077,0.0006410256410257498,0.6666666666666666,0.9487179487179487,-0.28205128205128205,"RuleWorkflowCall (rule_workflow_call.go) handles reusable workflow calls at jobs level via VisitJobPre. It checks n.WorkflowCall.Uses with isWorkflowCallUsesLocalFormat and isWorkflowCallUsesRepoFormat helpers. NewRuleWorkflowCall(path, cache) registered in linter.go at line 569."
actionlint-action-pinning-lint-topic-034,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state;self_reported_completion;task_requirement,3,39,0.9983333333333334,0.9976923076923077,0.0006410256410257498,0.6666666666666666,0.9487179487179487,-0.28205128205128205,"Explored command.go CLI flag registration: flags are registered in Command.Main (command.go ~line 130) via a flag.NewFlagSet; existing flags include -shellcheck, -pyflakes, -oneline, -format, -config-file, -init-config, -no-color, -color, -verbose, -debug, -version, -stdin-filename, -ignore. LinterOptions struct holds the parsed options."
actionlint-action-pinning-lint-topic-035,actionlint-action-pinning-lint,self_reported_completion,implementation_state;self_reported_completion,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Completed: assistant created branch action-pinning from main; working tree was clean on main before branching. Note: rg command is not available in this environment (use grep).
actionlint-action-pinning-lint-topic-036,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state;task_requirement,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,"In ast.go, the WorkflowCall struct (around line 849) has a Uses *String field representing the reusable workflow specification. ExecAction (line 456) also has Uses *String. Both are the targets for action-pinning checks: WorkflowCall.Uses for job-level reusable workflows, ExecAction.Uses for step actions."
actionlint-action-pinning-lint-topic-037,actionlint-action-pinning-lint,task_requirement,code_structure;task_requirement,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,rule.go: RuleBase provides SetConfig/Config methods and the Rule interface requires SetConfig. Rules receive config via SetConfig(cfg) during linting. The action-pinning rule must read its config from the Config passed via SetConfig.
actionlint-action-pinning-lint-topic-038,actionlint-action-pinning-lint,test_failure,code_structure;implementation_state;task_requirement;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"linter.go check() method (around line 545-580) instantiates the rules slice (NewRuleMatrix, NewRuleCredentials, ..., NewRuleAction(localActions), NewRuleWorkflowCall, etc.), calls SetConfig(cfg) on each when cfg is non-nil, and applies cfg.PathConfigs(path) for error filtering. New rules must be registered in this slice; PathConfig needs an action-pinning field for per-path overrides."
actionlint-action-pinning-lint-topic-039,actionlint-action-pinning-lint,test_failure,task_requirement;test_failure,2,40,1.0,0.997625,0.002375000000000016,1.0,0.925,0.07499999999999996,First test run failed: TestLinterFormatErrorMessageInSARIF expected the rule list without action-pinning because the rule was unconditionally registered. Fix: made rule registration conditional on override or config enabling it. After fix all tests pass.
actionlint-action-pinning-lint-topic-040,actionlint-action-pinning-lint,test_failure,test_failure,2,40,1.0,0.997625,0.002375000000000016,1.0,0.925,0.07499999999999996,Completed: all tests pass after gofmt and go test ./... (github.com/rhysd/actionlint ok 0.304s).
actionlint-action-pinning-lint-topic-041,actionlint-action-pinning-lint,test_failure,code_structure;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Completed: wrote rule_action_pinning_test.go with comprehensive test coverage including refSatisfies regex behavior, config validation, allow/deny precedence and union merging, CLI flag, path config enablement, step vs reusable workflow message distinction, and linter integration via NewLinter."
actionlint-action-pinning-lint-topic-042,actionlint-action-pinning-lint,test_failure,code_structure;implementation_state;task_requirement;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Known regex quirk: the semver regex in rule_action_pinning.go (rePinSemver ^v[0-9]+\.[0-9]+\.[0-9]+(?:[-+][0-9A-Za-z.-]+)?$) accepts a single prerelease or build suffix but NOT both simultaneously (e.g. v1.2.3-beta+build fails); tests document this as current behavior.
actionlint-action-pinning-lint-topic-043,actionlint-action-pinning-lint,code_structure,code_structure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Linter struct in linter.go is constructed via positional struct literal (not keyed fields) at line 190; onRulesCreated field is last field before the actionPinningLevel addition, so edits to the constructor needed exact trailing-field matching."
actionlint-action-pinning-lint-topic-044,actionlint-action-pinning-lint,test_failure,code_structure;implementation_state;test_failure,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,"RuleBase (rule.go) provides the base for all rules: VisitStep/VisitJobPre/VisitJobPost/VisitWorkflowPre/VisitWorkflowPost callbacks (all return nil by default), Error/Errorf for reporting, SetConfig/Config for config access. The Rule interface requires Pass, Errs, Name, Description, EnableDebug, SetConfig, Config."
actionlint-action-pinning-lint-topic-045,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,"ExecAction (ast.go) has Uses (*String), Inputs (map), Entrypoint, Args. WorkflowCall (ast.go) has Uses (*String), Inputs, Secrets, InheritSecrets. Job has WorkflowCall (*WorkflowCall) field for reusable workflow `uses:`. The String type has Value, Quoted, Pos and a ContainsExpression() method."
actionlint-action-pinning-lint-topic-046,actionlint-action-pinning-lint,test_failure,code_structure;implementation_state;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Codebase detail: linter.go filterErrors (around line 640) filters errors via l.ignorePats (CLI -ignore) and per-path PathConfig Ignore patterns matched against error messages; errors then get Filepath set, sorted via compareErrors, and deduped via slices.CompactFunc. Config is passed to each rule via r.SetConfig(cfg) when cfg != nil."
actionlint-action-pinning-lint-topic-047,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Codebase detail: config.go uses github.com/bmatcuk/doublestar/v4 for glob path matching (doublestar.MatchUnvalidated for matching, doublestar.ValidatePattern for validation). PathConfigs(path) returns matching PathConfig slice for a given file path."
actionlint-action-pinning-lint-topic-048,actionlint-action-pinning-lint,other,other,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Fixed major-minor regex from `^v\d+\.\d+(?:\D.*)?$` to `^v\d+\.\d+$` for stricter matching (exact vMAJOR.MINOR only).
actionlint-action-pinning-lint-topic-049,actionlint-action-pinning-lint,test_failure,test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,confirmed working: go test ./... passes after the conditional-rule-registration fix (0.368s for main package; all scripts ok).
actionlint-action-pinning-lint-topic-050,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Reference detail: PopularActions is a generated map[string]*ActionMetadata keyed by owner/repo@ref specs in popular_actions.go; the rule uses it for known-version pinning suggestions.
actionlint-action-pinning-lint-topic-051,actionlint-action-pinning-lint,task_requirement,code_structure;task_requirement,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"The Rule interface (rule.go) requires Pass interface methods (VisitStep, VisitJobPre, VisitJobPost, VisitWorkflowPre, VisitWorkflowPost) plus Errs(), Name(), Description(), EnableDebug(io.Writer), SetConfig(*Config), Config(). RuleBase provides defaults and should be embedded. SetConfig populates the *Config to each rule."
actionlint-action-pinning-lint-topic-052,actionlint-action-pinning-lint,implementation_state,implementation_state;other;task_requirement;test_failure,13,29,0.993076923076923,0.9998275862068966,-0.006750663129973633,0.8461538461538461,0.9655172413793104,-0.11936339522546424,"Environment lacks ripgrep: running rg returned /bin/bash: line 1: rg: command not found, so grep was used instead."
actionlint-action-pinning-lint-topic-053,actionlint-action-pinning-lint,implementation_state,implementation_state,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,User instructed to work on this in a new branch from main and commit everything when done.
actionlint-action-pinning-lint-topic-054,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Config.PathConfigs(path) returns matching PathConfig values by doublestar glob match against the file path. This is the mechanism per-path configs use.
actionlint-action-pinning-lint-topic-055,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,Rule pattern: rules embed RuleBase (rule.go:10) which provides default VisitStep returning nil; rules implement the Rule interface (rule.go:100). New rules register a name and desc via RuleBase. The pass runner calls VisitStep at pass.go:139.
actionlint-action-pinning-lint-topic-056,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Key registration mechanism: rules are instantiated in Linter.lintFile (linter.go ~line 544-590) as []Rule, config is applied via r.SetConfig(cfg) for each rule, then NewVisitor adds each rule as a pass and calls v.Visit(w). Errors collected via rule.Errs() and filtered by filterErrors against cfg.PathConfigs(path)."
actionlint-action-pinning-lint-topic-057,actionlint-action-pinning-lint,other,other,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Rule wiring detail: in Linter.lintFile, after creating the []Rule slice, each rule gets config applied via r.SetConfig(cfg); the Visitor then runs all rules and collects errors via rule.Errs(). Errors are filtered through filterErrors(errs, cfg.PathConfigs(path)) before output."
actionlint-action-pinning-lint-topic-058,actionlint-action-pinning-lint,task_requirement,task_requirement,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,RuleAction.checkRepoAction parses {owner}/{repo}@{ref} or {owner}/{repo}/{path}@{ref} specs and looks up PopularActions metadata; this is the existing reference-parsing logic the pinning check will need to build on.
actionlint-action-pinning-lint-topic-059,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"rule_action_pinning.go effectiveLevel() logic: CLI levelOverride takes precedence, then global cfg.ActionPinning, then per-path ActionPinning overrides (iterating cfg.PathConfigs(r.path)). enabled() returns true when effective level is non-empty. shouldCheck() merges allowed/denied owners and actions; denied entries still get checked (pinning enforced), and when allow-lists exist only listed owners/actions are checked."
actionlint-action-pinning-lint-topic-060,actionlint-action-pinning-lint,test_failure,code_structure;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,rule_action_pinning.go knownActionSuggestion(): for unpinned refs it iterates PopularActions keys matching the lowercase name prefix and suggests the known pinned version. A missing `@` ref (no version) produces error 'is not pinned because ref is missing' after checking allow/deny lists.
actionlint-action-pinning-lint-topic-061,actionlint-action-pinning-lint,test_failure,test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,completed: all tests pass after gofmt and go test ./...
actionlint-action-pinning-lint-topic-062,actionlint-action-pinning-lint,code_structure,code_structure;self_reported_completion;test_failure,3,39,1.0,0.9975641025641026,0.0024358974358974494,1.0,0.9230769230769231,0.07692307692307687,"Agent inspected `linter.go` and found the built-in rules are instantiated in `Linter.check`, config is passed to each rule via `SetConfig`, and path-specific ignores are applied by `filterErrors(cfg.PathConfigs(path))`."
actionlint-action-pinning-lint-topic-063,actionlint-action-pinning-lint,code_structure,code_structure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Surveyed codebase: RuleAction struct is in rule_action.go with VisitStep method handling ExecAction steps, and methods checkRepoAction/checkLocalAction/checkDockerAction. Config struct is in config.go with PathConfig and Paths map; it currently has self-hosted-runner, config-variables, and paths fields but no action-pinning section yet."
actionlint-action-pinning-lint-topic-064,actionlint-action-pinning-lint,test_failure,code_structure;test_failure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"RuleBase in rule.go provides Error/Errorf methods and embeds name, desc, errs, config. NewRuleBase(name, desc) constructor. The Rule interface requires Errs(), Name(), Description(), EnableDebug, SetConfig, Config methods plus Pass methods."
actionlint-action-pinning-lint-topic-065,actionlint-action-pinning-lint,code_structure,code_structure,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Pass interface in pass.go defines VisitStep, VisitJobPre, VisitJobPost, VisitWorkflowPre, VisitWorkflowPost callbacks. Visitor traverses workflow tree depth-first: Workflow -> Jobs -> Steps."
actionlint-action-pinning-lint-topic-066,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state;self_reported_completion,2,40,1.0,0.997625,0.002375000000000016,1.0,0.925,0.07499999999999996,Agent identified that ast.String provides ContainsExpression to detect ${{ }} placeholders and that isExprAssigned checks for a full expression assignment.
actionlint-action-pinning-lint-topic-067,actionlint-action-pinning-lint,implementation_state,code_structure;implementation_state,1,41,1.0,0.9976829268292683,0.0023170731707317094,1.0,0.926829268292683,0.07317073170731703,"Surveyed linter.go Lint method (offset ~530-645): config is loaded from defaultConfig or project.Config(); rules slice is built with NewRuleAction(localActions) and NewRuleWorkflowCall(path, localReusableWorkflows); each rule gets r.SetConfig(cfg); errors collected via rule.Errs(); final filtering uses cfg.PathConfigs(path)."
