comparison_id,task,rep,direction,left_config,right_config,left_partial,right_partial,partial_delta_right_minus_left,cost_delta_right_minus_left,token_delta_right_minus_left,language,category,primary_bucket,confidence,packet_md
workflow_vs_no_commit,claude-code-by-agents-recursive-delegation,0,right_only,baseline-wf-only,baseline-wf-no-commit,0.868421052631579,1.0,0.13157894736842102,-0.20956799999999987,-112728,typescript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__claude-code-by-agents-recursive-delegation__rep0__right_only.md
workflow_vs_no_commit,claude-code-by-agents-recursive-delegation,1,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.868421052631579,-0.13157894736842102,-0.23182199999999986,248296,typescript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__claude-code-by-agents-recursive-delegation__rep1__left_only.md
workflow_vs_no_commit,mobly-grouped-test-barriers,2,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9932356257046223,-0.006764374295377684,-0.1588799999999999,130014,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__mobly-grouped-test-barriers__rep2__left_only.md
workflow_vs_no_commit,fastapi-deprecation-response-headers,1,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9969428309385509,-0.00305716906144915,-0.8859489999999999,-550307,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__fastapi-deprecation-response-headers__rep1__left_only.md
workflow_vs_no_commit,scc-bounded-memory-spilling,0,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9936908517350158,-0.006309148264984188,-0.7730570000000001,-1079819,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__scc-bounded-memory-spilling__rep0__left_only.md
workflow_vs_no_commit,scc-bounded-memory-spilling,1,right_only,baseline-wf-only,baseline-wf-no-commit,0.9716088328075709,1.0,0.028391167192429068,-0.114506,-12001,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__scc-bounded-memory-spilling__rep1__right_only.md
workflow_vs_no_commit,httpx-multipart-response-parsing,2,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9985652797704447,-0.0014347202295552641,0.11396400000000007,321123,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__httpx-multipart-response-parsing__rep2__left_only.md
workflow_vs_no_commit,yjs-map-conflict-detection,1,right_only,baseline-wf-only,baseline-wf-no-commit,0.9958333333333333,1.0,0.004166666666666652,-0.589682,-428275,javascript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__yjs-map-conflict-detection__rep1__right_only.md
workflow_vs_no_commit,wazero-multi-module-snapshots,0,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.975,-0.025000000000000022,-0.057248999999999994,42435,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__wazero-multi-module-snapshots__rep0__left_only.md
workflow_vs_no_commit,wazero-multi-module-snapshots,1,right_only,baseline-wf-only,baseline-wf-no-commit,0.975,1.0,0.025000000000000022,0.014739999999999975,44489,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__wazero-multi-module-snapshots__rep1__right_only.md
workflow_vs_no_commit,wazero-multi-module-snapshots,2,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.975,-0.025000000000000022,-0.04108200000000001,823,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__wazero-multi-module-snapshots__rep2__left_only.md
workflow_vs_no_commit,actionlint-action-pinning-lint,2,right_only,baseline-wf-only,baseline-wf-no-commit,0.985,1.0,0.015000000000000013,-0.37380199999999997,-127028,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__actionlint-action-pinning-lint__rep2__right_only.md
workflow_vs_no_commit,sql-formatter-bigquery-pipe-formatting,0,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9994768962510898,-0.0005231037489101809,-0.8476159999999999,-893333,typescript,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__sql-formatter-bigquery-pipe-formatting__rep0__left_only.md
workflow_vs_no_commit,psd-tools-blend-range-api,2,left_only,baseline-wf-only,baseline-wf-no-commit,1.0,0.9990234375,-0.0009765625,-0.218047,-98708,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_no_commit/workflow_vs_no_commit__psd-tools-blend-range-api__rep2__left_only.md
workflow_vs_tight,vulture-persistent-analysis-cache,2,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9811912225705329,-0.018808777429467072,-0.14129800000000003,11595,python,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__vulture-persistent-analysis-cache__rep2__left_only.md
workflow_vs_tight,happy-dom-deterministic-intersectionobserver,1,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9565217391304348,-0.04347826086956519,-0.47215,-326454,typescript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__happy-dom-deterministic-intersectionobserver__rep1__left_only.md
workflow_vs_tight,claude-code-by-agents-recursive-delegation,1,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.8421052631578947,-0.1578947368421053,-0.11330399999999985,367505,typescript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__claude-code-by-agents-recursive-delegation__rep1__left_only.md
workflow_vs_tight,go-critic-doc-link-checker,0,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.8947368421052632,-0.10526315789473684,-0.02575099999999997,-58227,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__go-critic-doc-link-checker__rep0__left_only.md
workflow_vs_tight,go-critic-doc-link-checker,1,right_only,baseline-wf-only,baseline-wf-tight-checklist,0.8947368421052632,1.0,0.10526315789473684,0.212349,388949,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__go-critic-doc-link-checker__rep1__right_only.md
workflow_vs_tight,go-critic-doc-link-checker,2,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.8947368421052632,-0.10526315789473684,-0.40296600000000005,-298164,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__go-critic-doc-link-checker__rep2__left_only.md
workflow_vs_tight,mobly-grouped-test-barriers,0,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9977452085682075,-0.0022547914317925244,-0.42741799999999996,-358504,python,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__mobly-grouped-test-barriers__rep0__left_only.md
workflow_vs_tight,mobly-grouped-test-barriers,1,right_only,baseline-wf-only,baseline-wf-tight-checklist,0.992108229988726,1.0,0.007891770011273946,-0.022406000000000037,36172,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__mobly-grouped-test-barriers__rep1__right_only.md
workflow_vs_tight,mobly-grouped-test-barriers,2,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9977452085682075,-0.0022547914317925244,-0.10311099999999995,186015,python,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__mobly-grouped-test-barriers__rep2__left_only.md
workflow_vs_tight,fastapi-deprecation-response-headers,1,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.040966065423417915,-0.959033934576582,-0.955368,-570538,python,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__fastapi-deprecation-response-headers__rep1__left_only.md
workflow_vs_tight,fastapi-deprecation-response-headers,2,right_only,baseline-wf-only,baseline-wf-tight-checklist,0.9770712320391317,1.0,0.02292876796086829,0.407783,900655,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__fastapi-deprecation-response-headers__rep2__right_only.md
workflow_vs_tight,scc-bounded-memory-spilling,1,right_only,baseline-wf-only,baseline-wf-tight-checklist,0.9716088328075709,1.0,0.028391167192429068,0.149154,153929,go,feature_request,under-implementation,medium,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__scc-bounded-memory-spilling__rep1__right_only.md
workflow_vs_tight,scc-bounded-memory-spilling,2,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9936908517350158,-0.006309148264984188,-0.45426500000000003,-278634,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__scc-bounded-memory-spilling__rep2__left_only.md
workflow_vs_tight,goreleaser-retry-publish-auditing,1,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.6206896551724138,-0.3793103448275862,-0.11418099999999998,21330,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__goreleaser-retry-publish-auditing__rep1__left_only.md
workflow_vs_tight,goreleaser-retry-publish-auditing,2,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9310344827586207,-0.06896551724137934,-0.07767799999999991,130283,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__goreleaser-retry-publish-auditing__rep2__left_only.md
workflow_vs_tight,yjs-map-conflict-detection,0,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9958333333333333,-0.004166666666666652,-0.014065999999999912,231102,javascript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__yjs-map-conflict-detection__rep0__left_only.md
workflow_vs_tight,yjs-map-conflict-detection,1,right_only,baseline-wf-only,baseline-wf-tight-checklist,0.9958333333333333,1.0,0.004166666666666652,-0.33630800000000005,93776,javascript,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__yjs-map-conflict-detection__rep1__right_only.md
workflow_vs_tight,wazero-multi-module-snapshots,0,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.975,-0.025000000000000022,0.08885799999999999,338973,go,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__wazero-multi-module-snapshots__rep0__left_only.md
workflow_vs_tight,sql-formatter-bigquery-pipe-formatting,0,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.9996512641673932,-0.00034873583260675023,-0.413972,-461101,typescript,feature_request,cross-scope regression,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__sql-formatter-bigquery-pipe-formatting__rep0__left_only.md
workflow_vs_tight,psd-tools-blend-range-api,1,left_only,baseline-wf-only,baseline-wf-tight-checklist,1.0,0.998046875,-0.001953125,-0.08618799999999999,-42916,python,feature_request,under-implementation,high,analysis/gpt55-low-wf-ablation-36v2/churn_packets/workflow_vs_tight/workflow_vs_tight__psd-tools-blend-range-api__rep1__left_only.md
