cell_id,task,model,thinking_level,config,rep,language,category,reward_binary,reward_partial,total_tokens,turns,tool_calls,agent_wall_s,log_total_tokens,log_turns,log_agent_wall_s,session_bytes,session_malformed_records,session_unresolved_tool_calls,session_orphan_tool_results,terminal_stop_reason,repeated_normalized_tool_actions,repeated_normalized_tool_action_rate,repeated_read_targets,repeated_read_target_rate,repeated_search_actions,repeated_search_action_rate,observable_test_runs,repeated_tests_without_observed_edit,repeated_unchanged_test_failures,test_failure_to_pass_transitions,test_pass_to_failure_transitions,direct_mutation_calls,failed_direct_mutation_calls,direct_mutation_target_revisits,exact_inverse_edit_pairs,strategy_reset_turns,strategy_reset_turn_rate,opaque_top_level_tool_calls,semantic_event_coverage,within_task_token_robust_z,within_task_turn_robust_z
gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep1,adaptix-name-mapping-aliases,openai-codex/gpt-5.5,low,baseline,1,python,feature_request,0,0.9960460100647016,1305503,56,55,262.6,14.082099731076795,4.04305126783455,5.574432802628352,349257,0,0,0,stop,4,0.07272727,6,0.46153846,0,0.0,5,0,0,0,0,19,2,13,0,0,0.0,0,1.0,-0.6744907594765952,-0.24729731155235685
gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep2,adaptix-name-mapping-aliases,openai-codex/gpt-5.5,low,baseline,2,python,feature_request,0,0.9971243709561467,1575628,64,63,290.6,14.270165115596228,4.174387269895637,5.675383000134503,318276,0,0,0,stop,3,0.04761905,8,0.47058824,0,0.0,7,0,0,1,0,18,1,11,1,0,0.0,0,1.0,-0.49512774695073203,0.0
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep0,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,1,1.0,741117,27,26,138.8,13.51591513586471,3.332204510175204,4.94021282979971,217597,0,0,0,stop,0,0.0,1,0.125,0,0.0,3,0,0,0,0,6,0,3,0,0,0.0,0,1.0,-0.2780506336671217,0.07177670996779792
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep1,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,1,1.0,677810,23,22,114.9,13.426623766999498,3.1780538303479458,4.752727750345706,264010,0,0,0,stop,0,0.0,3,0.375,0,0.0,1,0,0,0,0,5,0,2,0,0,0.0,0,1.0,-0.3600785301624095,-0.2324615460301261
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep2,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,1,1.0,1097435,36,35,176.0,13.908487107880319,3.6109179126442243,5.176149732573829,321814,0,0,0,stop,1,0.02857143,3,0.3,0,0.0,4,0,0,0,0,10,2,7,0,0,0.0,0,1.0,0.08258728124778227,0.6218571869753873
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep0,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.5,low,baseline,0,python,enhancement,0,0.9990485252140818,451800,31,30,279.7,13.020997096382338,3.4657359027997265,5.637286483367837,195348,0,1,0,stop,1,0.03333333,2,0.66666667,0,0.0,3,0,0,1,0,10,1,7,0,0,0.0,0,1.0,-0.44405783594375986,0.0
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep1,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.5,low,baseline,1,python,enhancement,0,0.9990485252140818,334440,26,25,1833.6,12.720215760332481,3.295836866004329,7.514581753075555,172706,0,1,0,stop,2,0.08,2,0.66666667,0,0.0,3,0,0,1,0,10,0,8,0,0,0.0,0,1.0,-0.6586324195465214,-0.3878484275306979
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep2,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.5,low,baseline,2,python,enhancement,0,0.9995242626070409,436982,28,27,152.9,12.98764957171921,3.367295829986474,5.0363030408448335,182106,0,0,0,stop,1,0.03703704,5,0.71428571,0,0.0,2,0,0,1,0,8,0,6,0,0,0.0,0,1.0,-0.46784764721578453,-0.22472068215787347
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep0,drizzle-orm-window-function-builders,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,1,1.0,554944,43,42,247.6,13.226624288718833,3.784189633918261,5.515845179076611,172727,0,0,0,stop,0,0.0,6,0.5,0,0.0,0,0,0,0,0,8,0,3,0,1,0.02325581,0,1.0,-0.35739576444178456,0.33234473215744753
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep1,drizzle-orm-window-function-builders,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,0,0.9497126436781609,845737,48,47,289.9,13.647964897952287,3.8918202981106265,5.672979565501156,225189,0,0,0,stop,0,0.0,8,0.5,0,0.0,0,0,0,0,0,3,0,1,0,0,0.0,0,1.0,0.013125811567727618,0.5550066111357805
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep2,drizzle-orm-window-function-builders,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,1,1.0,357332,33,32,190.0,12.786423399108518,3.5263605246161616,5.25227342804663,131568,0,0,0,stop,0,0.0,2,0.25,0,0.0,0,0,0,0,0,4,0,2,0,0,0.0,0,1.0,-0.7445028312776605,-0.20104149530195348
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep0,dynamodb-toolbox-conditional-attribute-requirements,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,0,0.9961479198767335,1749768,56,55,588.9,14.37499433718693,4.04305126783455,6.3799530310090296,350011,0,0,0,stop,0,0.0,0,0.0,0,0.0,5,0,0,0,0,13,1,3,0,0,0.0,0,1.0,-0.5663906302080347,-0.6832888780372527
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep1,dynamodb-toolbox-conditional-attribute-requirements,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,0,0.9938366718027735,1158431,46,45,687.8,13.962577924541437,3.8501476017100584,6.534950953113521,396094,0,1,0,stop,1,0.02222222,1,0.07142857,0,0.0,6,0,0,1,0,10,0,2,0,0,0.0,0,1.0,-0.9748131835651797,-1.0791087183037895
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep2,dynamodb-toolbox-conditional-attribute-requirements,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,0,0.9714946070878274,2191345,67,66,580.5,14.600026524868307,4.219507705176107,6.365610971958719,518060,0,0,0,stop,0,0.0,0,0.0,0,0.0,5,0,0,0,0,18,2,3,0,0,0.0,0,1.0,-0.34353766446204,-0.32121717537991606
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep0,eicrud-keyset-pagination-cursor,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,0,0.967032967032967,680913,38,37,177.8,13.43119129228186,3.6635616461296463,5.186267862739414,245703,0,0,0,stop,1,0.02702703,7,0.53846154,0,0.0,2,0,0,0,0,8,0,3,0,0,0.0,0,1.0,-0.26148535251940797,-0.09982671127870314
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep1,eicrud-keyset-pagination-cursor,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,0,0.967032967032967,341157,28,27,127.9,12.740100992063887,3.367295829986474,4.859036909945142,160277,0,0,0,stop,0,0.0,3,0.33333333,0,0.0,2,0,0,0,0,4,0,0,0,0,0.0,0,1.0,-0.7807951244306206,-0.5901812737986513
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep2,eicrud-keyset-pagination-cursor,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,0,0.945054945054945,201719,22,21,88.6,12.21463587619066,3.1354942159291497,4.4953553199808844,132821,0,0,0,stop,0,0.0,2,0.4,0,0.0,1,0,0,0,0,5,0,2,0,0,0.0,0,1.0,-1.1756482563373438,-0.9738400452769238
gpt-5.5/low/baseline/etree-xml-diff-patch/rep0,etree-xml-diff-patch,openai-codex/gpt-5.5,low,baseline,0,go,feature_request,0,0.9850746268656716,179203,17,18,115.5,12.096280100702419,2.8903717578961645,4.757891273005756,85042,0,0,0,stop,0,0.0,1,0.25,0,0.0,4,0,0,0,0,3,0,1,0,0,0.0,0,1.0,-0.6907451940824325,-0.9410007235456788
gpt-5.5/low/baseline/etree-xml-diff-patch/rep1,etree-xml-diff-patch,openai-codex/gpt-5.5,low,baseline,1,go,feature_request,0,0.9402985074626866,329305,27,26,157.6,12.704742688666123,3.332204510175204,5.066385309200747,114256,0,0,0,stop,0,0.0,8,0.72727273,0,0.0,2,0,0,0,0,6,1,3,0,0,0.0,0,1.0,0.023957683175036066,0.755151244401733
gpt-5.5/low/baseline/etree-xml-diff-patch/rep2,etree-xml-diff-patch,openai-codex/gpt-5.5,low,baseline,2,go,feature_request,0,0.8805970149253731,229229,23,22,153.1,12.342481145309723,3.1780538303479458,5.03760174232607,109709,0,0,0,stop,0,0.0,3,0.75,0,0.0,3,0,0,0,0,7,0,5,0,0,0.0,0,1.0,-0.4015563459175708,0.16338212452374734
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep0,fastapi-deprecation-response-headers,openai-codex/gpt-5.5,low,baseline,0,python,feature_request,0,0.9969428309385509,988006,53,52,221.4,13.80344506172515,3.9889840465642745,5.404477562376427,243424,0,0,0,stop,0,0.0,22,0.88,0,0.0,1,0,0,0,0,3,4,0,0,0,0.0,0,1.0,-0.12800654138588796,0.585261865227641
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep1,fastapi-deprecation-response-headers,openai-codex/gpt-5.5,low,baseline,1,python,feature_request,0,0.9969428309385509,893860,53,52,229.7,13.70330556108289,3.9889840465642745,5.441118165179708,237567,0,0,0,stop,1,0.01923077,20,0.86956522,0,0.0,0,0,0,0,0,4,0,1,0,0,0.0,0,1.0,-0.2502590500002713,0.585261865227641
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep2,fastapi-deprecation-response-headers,openai-codex/gpt-5.5,low,baseline,2,python,feature_request,0,0.040966065423417915,1118191,69,68,2649.7,13.927223653193876,4.248495242049359,7.882579035041946,276929,0,0,0,stop,2,0.02941176,16,0.8,0,0.0,0,0,0,0,0,6,5,3,0,0,0.0,0,1.0,0.023105090115706495,1.0830238866356972
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep0,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.5,low,baseline,0,rust,feature_request,0,0.993421052631579,356559,33,32,720.1,12.784257807620438,3.5263605246161616,6.5807778239227135,157656,0,0,0,stop,1,0.03125,6,0.54545455,0,0.0,3,0,0,1,0,8,1,3,1,0,0.0,0,1.0,-0.4852146663889548,0.15997583393380918
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep1,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.5,low,baseline,1,rust,feature_request,0,0.993421052631579,504020,38,37,190.0,13.130373212852142,3.6635616461296463,5.25227342804663,181104,0,0,0,stop,0,0.0,5,0.41666667,0,0.0,3,0,0,0,0,8,0,1,0,0,0.0,0,1.0,-0.06018557255654545,0.397586258671634
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep2,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.5,low,baseline,2,rust,feature_request,0,0.993421052631579,305627,28,27,137.5,12.630123955114017,3.367295829986474,4.930870325627393,141417,0,0,0,stop,1,0.03703704,3,0.375,0,0.0,2,0,0,1,0,8,1,3,0,0,0.0,0,1.0,-0.6744907594765952,-0.11549880676027384
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep0,go-critic-doc-link-checker,openai-codex/gpt-5.5,low,baseline,0,go,feature_request,0,0.8947368421052632,688975,47,49,487.6,13.442961716297672,3.8712010109078907,6.19154415882364,184607,0,0,0,stop,2,0.04081633,2,0.16666667,0,0.0,7,0,0,0,0,13,1,6,0,0,0.0,0,1.0,-0.46835888403960685,0.6392524584465888
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep1,go-critic-doc-link-checker,openai-codex/gpt-5.5,low,baseline,1,go,feature_request,0,0.8947368421052632,425746,36,35,378.4,12.961600552111383,3.6109179126442243,5.938591057500914,128812,0,0,0,stop,0,0.0,5,0.41666667,0,0.0,4,0,0,0,0,7,0,3,0,0,0.0,0,1.0,-1.1459229952022354,-0.27334730969372434
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep2,go-critic-doc-link-checker,openai-codex/gpt-5.5,low,baseline,2,go,feature_request,0,0.8947368421052632,306526,36,34,322.2,12.633061121832585,3.6109179126442243,5.77827132664694,124546,0,0,0,stop,0,0.0,3,0.3,0,0.0,2,0,0,0,0,6,0,2,0,0,0.0,0,1.0,-1.6083751903954906,-0.27334730969372434
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep0,go-git-worktree-merge-conflicts,openai-codex/gpt-5.5,low,baseline,0,go,feature_request,0,0.7368421052631579,568531,33,32,260.9,13.250812879067043,3.5263605246161616,5.567962751513666,195990,0,0,0,stop,1,0.03125,3,0.3,0,0.0,4,0,0,0,0,7,0,4,0,0,0.0,0,1.0,-0.35961652853085235,-0.1033064941561455
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep1,go-git-worktree-merge-conflicts,openai-codex/gpt-5.5,low,baseline,1,go,feature_request,0,0.8421052631578947,577576,30,29,199.4,13.26659704582332,3.4339872044851463,5.3003153692107094,210906,0,0,0,stop,0,0.0,2,0.33333333,0,0.0,3,0,0,0,0,6,0,3,0,0,0.0,0,1.0,-0.34583044713299244,-0.27489938003792364
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep2,go-git-worktree-merge-conflicts,openai-codex/gpt-5.5,low,baseline,2,go,feature_request,0,0.7894736842105263,352208,24,23,596.7,12.771980028380446,3.2188758248682006,6.393088955830208,166227,0,0,0,stop,0,0.0,2,0.28571429,0,0.0,2,0,0,0,0,5,0,2,0,0,0.0,0,1.0,-0.7778349088523773,-0.6744907594765952
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep0,goreleaser-retry-publish-auditing,openai-codex/gpt-5.5,low,baseline,0,go,feature_request,1,1.0,665638,35,34,369.7,13.40850276052259,3.58351893845611,5.915393110156686,202741,0,0,0,stop,1,0.02941176,5,0.625,0,0.0,4,0,0,0,0,10,1,5,0,0,0.0,0,1.0,-0.4804117470005726,-0.38091745384669035
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep1,goreleaser-retry-publish-auditing,openai-codex/gpt-5.5,low,baseline,1,go,feature_request,1,1.0,508922,31,30,304.6,13.140052007075386,3.4657359027997265,5.722277057292366,184347,0,0,0,stop,0,0.0,5,0.45454545,0,0.0,4,0,0,0,0,7,0,2,0,0,0.0,0,1.0,-0.6744907594765952,-0.5639509237645144
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep2,goreleaser-retry-publish-auditing,openai-codex/gpt-5.5,low,baseline,2,go,feature_request,1,1.0,542442,32,31,301.5,13.20383828975218,3.4965075614664802,5.7120812774708964,169813,0,0,0,stop,0,0.0,4,0.44444444,0,0.0,3,0,0,0,0,10,0,5,0,0,0.0,0,1.0,-0.628375862824374,-0.5161321234634749
gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep0,happy-dom-deterministic-intersectionobserver,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,1,1.0,231733,20,25,206.7,12.353345441131037,3.044522437723423,5.336094730882067,122067,0,0,0,stop,1,0.04,0,0.0,0,0.0,1,0,0,0,0,5,0,2,0,0,0.0,0,1.0,-0.4295569898913357,-0.28478253994353925
gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep1,happy-dom-deterministic-intersectionobserver,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,1,1.0,341940,31,33,261.2,12.7423934865425,3.4657359027997265,5.569107571329599,137232,0,0,0,stop,0,0.0,2,0.2,0,0.0,4,0,0,0,0,5,0,3,0,0,0.0,0,1.0,-0.0931041645604278,0.6135398551515874
gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep2,happy-dom-deterministic-intersectionobserver,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,0,0.9565217391304348,186867,27,26,144.0,12.138157764231533,3.332204510175204,4.976733742420574,95616,0,0,0,stop,0,0.0,0,0.0,0,0.0,1,0,0,0,0,2,0,1,0,0,0.0,0,1.0,-0.6156535471755669,0.3287573152080481
gpt-5.5/low/baseline/httpx-multipart-response-parsing/rep0,httpx-multipart-response-parsing,openai-codex/gpt-5.5,low,baseline,0,python,feature_request,1,1.0,367516,26,25,152.5,12.814524855068537,3.295836866004329,5.033700567027251,143294,0,0,0,stop,1,0.04,2,0.33333333,0,0.0,4,0,0,0,0,5,0,1,0,0,0.0,0,1.0,-0.8159940876963117,-0.14835616239203916
gpt-5.5/low/baseline/httpx-multipart-response-parsing/rep1,httpx-multipart-response-parsing,openai-codex/gpt-5.5,low,baseline,1,python,feature_request,1,1.0,855404,42,43,205.2,13.659330319976473,3.7612001156935624,5.32884657158286,227580,0,0,0,stop,2,0.04651163,4,0.5,0,0.0,7,0,0,0,0,12,0,7,0,0,0.0,0,1.0,0.21808319180398808,0.8258963210329511
gpt-5.5/low/baseline/httpx-multipart-response-parsing/rep2,httpx-multipart-response-parsing,openai-codex/gpt-5.5,low,baseline,2,python,feature_request,1,1.0,506715,32,31,192.2,13.135705967835404,3.4965075614664802,5.263725921778418,174648,0,0,0,stop,2,0.06451613,1,0.2,0,0.0,7,0,0,1,0,9,0,5,0,0,0.0,0,1.0,-0.4228549508027841,0.2717541998576163
gpt-5.5/low/baseline/katex-multicolumn-array-spans/rep0,katex-multicolumn-array-spans,openai-codex/gpt-5.5,low,baseline,0,javascript,feature_request,0,0.9581529581529582,693425,45,43,242.6,13.449399807924665,3.828641396489095,5.495527535835742,217653,0,0,0,stop,1,0.02325581,6,0.6,0,0.0,1,0,0,0,0,10,1,8,0,0,0.0,0,1.0,-0.7612095289206263,0.0
gpt-5.5/low/baseline/katex-multicolumn-array-spans/rep1,katex-multicolumn-array-spans,openai-codex/gpt-5.5,low,baseline,1,javascript,feature_request,0,0.862914862914863,1086209,46,45,224.4,13.898205130948163,3.8501476017100584,5.417876601605676,304539,0,0,0,stop,0,0.0,9,0.69230769,0,0.0,1,0,0,0,0,7,1,4,0,0,0.0,0,1.0,-0.19512247808577443,0.06453805031417031
gpt-5.5/low/baseline/katex-multicolumn-array-spans/rep2,katex-multicolumn-array-spans,openai-codex/gpt-5.5,low,baseline,2,javascript,feature_request,0,0.9956709956709957,507610,33,31,217.3,13.137470685194343,3.5263605246161616,5.385870263555899,192156,0,0,0,stop,1,0.03225806,3,0.42857143,0,0.0,1,0,0,0,0,9,0,7,0,0,0.0,0,1.0,-1.1546519149563774,-0.9071157797253074
gpt-5.5/low/baseline/koota-query-predicates/rep0,koota-query-predicates,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,0,0.9767441860465116,1050736,54,52,354.7,13.865002380675673,4.007333185232471,5.874087678954409,263144,0,0,0,stop,4,0.07692308,2,0.13333333,0,0.0,0,0,0,0,0,21,2,9,0,0,0.0,0,1.0,-1.057082766058686,-0.6216127250436166
gpt-5.5/low/baseline/koota-query-predicates/rep1,koota-query-predicates,openai-codex/gpt-5.5,low,baseline,1,typescript,feature_request,0,0.9488372093023256,1333776,50,49,187.7,14.103525325067052,3.9318256327243257,5.240158452374504,276469,0,0,0,stop,2,0.04081633,3,0.1875,0,0.0,1,0,0,0,0,15,0,5,0,0,0.0,0,1.0,-0.7798231884167349,-0.8594349283555127
gpt-5.5/low/baseline/koota-query-predicates/rep2,koota-query-predicates,openai-codex/gpt-5.5,low,baseline,2,typescript,feature_request,0,0.9813953488372092,2160711,63,62,267.5,14.585948354974066,4.1588830833596715,5.5928509139489195,444220,0,0,0,stop,3,0.0483871,5,0.25,0,0.0,0,0,0,0,0,23,1,7,0,0,0.0,0,1.0,-0.21905363285860918,-0.14428390842734345
gpt-5.5/low/baseline/langchain-request-coalescing/rep0,langchain-request-coalescing,openai-codex/gpt-5.5,low,baseline,0,python,feature_request,0,0.9858156028368794,632386,37,35,903.0,13.357256827496423,3.6375861597263857,6.806829360392176,187631,0,0,0,stop,1,0.02857143,4,0.66666667,0,0.0,0,0,0,0,0,11,0,7,0,0,0.0,0,1.0,-0.7325325122956349,-0.38861804689835494
gpt-5.5/low/baseline/langchain-request-coalescing/rep1,langchain-request-coalescing,openai-codex/gpt-5.5,low,baseline,1,python,feature_request,0,0.9964539007092199,894076,47,46,248.4,13.703547180200612,3.8712010109078907,5.519058033245936,238523,0,0,0,stop,3,0.06521739,4,0.5,0,0.0,0,0,0,0,0,17,1,13,0,0,0.0,0,1.0,-0.46580463276083384,0.0
gpt-5.5/low/baseline/langchain-request-coalescing/rep2,langchain-request-coalescing,openai-codex/gpt-5.5,low,baseline,2,python,feature_request,0,0.9929078014184397,681881,38,37,210.8,13.432611901327961,3.6635616461296463,5.355642433167306,196899,0,0,0,stop,1,0.02702703,3,0.6,0,0.0,0,0,0,0,0,11,1,7,0,0,0.0,0,1.0,-0.6744907594765953,-0.3454078539580651
gpt-5.5/low/baseline/mashumaro-flattened-dataclass-fields/rep0,mashumaro-flattened-dataclass-fields,openai-codex/gpt-5.5,low,baseline,0,python,feature_request,0,0.9994348404255319,704112,49,48,214.6,13.464694133623246,3.912023005428146,5.3734248390348425,237580,0,0,0,stop,0,0.0,9,0.64285714,0,0.0,5,0,0,0,0,14,0,10,0,0,0.0,0,1.0,-0.3702554019766991,0.0
gpt-5.5/low/baseline/mashumaro-flattened-dataclass-fields/rep1,mashumaro-flattened-dataclass-fields,openai-codex/gpt-5.5,low,baseline,1,python,feature_request,0,0.9998670212765958,750859,43,42,220.8,13.52897449525907,3.784189633918261,5.401776074916267,253371,0,0,0,stop,5,0.11904762,7,0.7,0,0.0,8,0,0,1,0,15,0,11,0,0,0.0,0,1.0,-0.3053984188903868,-0.3405742551155491
gpt-5.5/low/baseline/mashumaro-flattened-dataclass-fields/rep2,mashumaro-flattened-dataclass-fields,openai-codex/gpt-5.5,low,baseline,2,python,feature_request,0,0.9982047872340426,630674,41,40,212.2,13.35454595336921,3.7376696182833684,5.362230692291689,223739,0,0,0,stop,1,0.025,5,0.625,0,0.0,4,0,0,0,0,12,2,7,0,0,0.0,0,1.0,-0.4813916569996142,-0.46451309429098403
gpt-5.5/low/baseline/meriyah-explicit-resource-declarations/rep0,meriyah-explicit-resource-declarations,openai-codex/gpt-5.5,low,baseline,0,typescript,feature_request,0,0.9998641251601382,1645232,53,52,316.5,14.313392573488809,3.9889840465642745,5.760477818332746,355256,0,0,0,stop,1,0.01923077,7,0.46666667,0,0.0,8,0,0,0,0,15,0,9,0,0,0.0,0,1.0,-0.04999219367544273,0.05302557924275239
