cell_id,task,model,thinking_level,config,rep,language,category,reward_binary,reward_partial,total_tokens,turns,tool_calls,agent_wall_s,log_total_tokens,log_turns,log_agent_wall_s,session_bytes,session_malformed_records,session_unresolved_tool_calls,session_orphan_tool_results,terminal_stop_reason,repeated_normalized_tool_actions,repeated_normalized_tool_action_rate,repeated_read_targets,repeated_read_target_rate,repeated_search_actions,repeated_search_action_rate,observable_test_runs,repeated_tests_without_observed_edit,repeated_unchanged_test_failures,test_failure_to_pass_transitions,test_pass_to_failure_transitions,direct_mutation_calls,failed_direct_mutation_calls,direct_mutation_target_revisits,exact_inverse_edit_pairs,strategy_reset_turns,strategy_reset_turn_rate,opaque_top_level_tool_calls,semantic_event_coverage,within_task_token_robust_z,within_task_turn_robust_z
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,baseline-qwen36-27b,1,typescript,feature_request,0,0.9081632653061225,5602143,94,104,1451.8,15.53865993957714,4.553876891600541,7.2812480078470285,474394,0,0,0,stop,10,0.09615385,8,0.38095238,0,0.0,0,0,0,0,0,46,2,36,1,4,0.04255319,0,1.0,1.973012799646185,1.8026603931000165
Qwen3.6-27B-AWQ-BF16-INT4/high/baseline-qwen36-27b/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,baseline-qwen36-27b,2,typescript,feature_request,0,0.6938775510204082,3014950,63,72,1040.1,14.919094135938389,4.1588830833596715,6.948033125480707,363294,0,0,0,stop,6,0.08333333,4,0.21052632,0,0.0,6,0,0,1,1,30,1,22,0,2,0.03174603,0,1.0,1.4399626084019546,1.0475483367689382
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints,0,typescript,feature_request,0,0.8826530612244898,4627151,77,84,1099.1,15.34745211800874,4.356708826689592,7.00315636374539,435869,0,0,0,stop,11,0.13095238,11,0.47826087,1,0.125,8,4,0,1,1,17,5,10,0,3,0.03896104,0,1.0,1.8085050665598426,1.4257330088435625
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints,1,typescript,feature_request,0,0.9285714285714286,3261897,73,85,986.7,14.997819792514182,4.304065093204169,6.895379007914082,382141,0,0,0,stop,8,0.09411765,17,0.5,0,0.0,8,1,0,1,0,23,0,14,1,1,0.01369863,0,1.0,1.507695084996196,1.3250936645911542
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints,2,typescript,feature_request,0,0.7602040816326531,3801349,72,83,1333.5,15.150866824763495,4.290459441148391,7.1963119688445785,410991,0,0,0,stop,10,0.12048193,7,0.36842105,0,0.0,6,0,0,1,1,25,0,18,0,0,0.0,0,1.0,1.6393707671121607,1.2990836571246602
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints-workflow/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints-workflow,0,typescript,feature_request,0,0.923469387755102,17406,2,1,2456.9,9.764627703152708,1.0986122886681096,7.8070626058158785,341880,0,0,0,stop,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,-2.9947387608821416,-4.802789882457833
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints-workflow/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints-workflow,1,typescript,feature_request,0,0.9336734693877551,18236,2,1,3067.7,9.811207776416833,1.0986122886681096,8.029009298131072,337969,0,0,0,stop,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,-2.954663087215541,-4.802789882457833
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-contract-checkpoints-workflow/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-contract-checkpoints-workflow,2,typescript,feature_request,0,0.9591836734693877,22445,2,1,3423.6,10.018867703576202,1.0986122886681096,8.13873995555487,420969,0,0,0,stop,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,-2.776000605787489,-4.802789882457833
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/dynamodb-toolbox-conditional-attribute-requirements/rep0,dynamodb-toolbox-conditional-attribute-requirements,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,0,typescript,feature_request,0,0.99768875192604,16934745,167,196,1806.2,16.644878045597764,5.123963979403259,7.499533965153794,979353,0,0,0,stop,18,0.09183673,17,0.19767442,0,0.0,13,0,0,1,0,71,2,29,0,0,0.0,2,0.98979592,3.2287162826274427,2.2750850952938055
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/dynamodb-toolbox-conditional-attribute-requirements/rep1,dynamodb-toolbox-conditional-attribute-requirements,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,1,typescript,feature_request,0,0.9984591679506933,24624997,208,241,2156.0,17.01927266380415,5.342334251964811,7.676473646389156,1101353,0,0,0,stop,6,0.02489627,8,0.10958904,0,0.0,15,0,0,0,0,80,8,36,0,0,0.0,2,0.99170124,3.8367634724208832,2.833389055676163
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/dynamodb-toolbox-conditional-attribute-requirements/rep2,dynamodb-toolbox-conditional-attribute-requirements,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,2,typescript,feature_request,0,0.9984591679506933,11040403,159,195,1552.7,16.21707219234657,5.075173815233827,7.348394462097955,751718,0,0,0,stop,14,0.07179487,9,0.10588235,0,0.0,16,1,0,0,0,53,3,13,0,0,0.0,2,0.98974359,2.533924920260212,2.150344023333925
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/happy-dom-deterministic-intersectionobserver/rep0,happy-dom-deterministic-intersectionobserver,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,0,typescript,feature_request,0,0.8695652173913043,1018849,47,63,447.9,13.834185098229083,3.8712010109078907,6.106800145787886,231449,0,0,0,stop,4,0.06349206,5,0.38461538,0,0.0,2,0,0,0,0,7,1,5,0,0,0.0,2,0.96825397,1.316450492000486,1.395109115216592
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/happy-dom-deterministic-intersectionobserver/rep1,happy-dom-deterministic-intersectionobserver,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,1,typescript,feature_request,0,0.9130434782608695,2664335,59,80,983.7,14.795465428815312,4.0943445622221,6.892337026253756,455171,0,0,0,stop,4,0.05,6,0.375,0,0.0,0,0,0,0,0,12,0,7,0,0,0.0,2,0.975,2.6704945914831453,2.012903125333753
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/happy-dom-deterministic-intersectionobserver/rep2,happy-dom-deterministic-intersectionobserver,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,2,typescript,feature_request,0,0.8695652173913043,3389609,78,98,1224.8,15.036225428490749,4.3694478524670215,7.1113489710516316,349883,0,0,0,stop,9,0.09183673,4,0.44444444,2,0.0625,0,0,0,0,0,5,2,3,0,1,0.01282051,2,0.97959184,3.0096252764449014,2.7745525831642293
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/meriyah-explicit-resource-declarations/rep0,meriyah-explicit-resource-declarations,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,0,typescript,feature_request,0,0.9998447144687294,9660542,119,126,1584.5,16.083560415789037,4.787491742782046,7.368655093978402,739991,0,0,0,stop,6,0.04761905,14,0.60869565,0,0.0,14,0,0,0,0,33,3,27,0,4,0.03361345,3,0.97619048,2.112191092306347,2.009439055135603
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/meriyah-explicit-resource-declarations/rep1,meriyah-explicit-resource-declarations,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,1,typescript,feature_request,0,0.9997864823945029,5755690,110,129,1028.4,15.565699662435133,4.709530201312334,6.9367313872186545,533557,0,0,0,stop,2,0.01550388,31,0.79487179,0,0.0,0,0,0,0,0,21,4,15,0,3,0.02727273,2,0.98449612,1.3072333925326978,1.747396113615075
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/meriyah-explicit-resource-declarations/rep2,meriyah-explicit-resource-declarations,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,2,typescript,feature_request,0,0.9996506075546411,22099456,227,250,2609.5,16.911063596050383,5.429345628954441,7.867297052850607,1117401,0,0,0,stop,19,0.076,58,0.82857143,2,0.03773585,29,1,0,0,0,53,3,47,2,8,0.03524229,2,0.992,3.398453957805518,4.166826879802203
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,0,typescript,feature_request,0,0.923469387755102,3619957,56,64,1096.6,15.101972981524703,4.04305126783455,7.000881256971621,468276,0,0,0,stop,6,0.09375,3,0.2,0,0.0,6,0,0,1,1,23,1,16,0,2,0.03571429,3,0.953125,1.5973044162321821,0.8261119532487208
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,1,typescript,feature_request,0,0.923469387755102,3394083,75,81,1039.7,15.037544474028087,4.330733340286331,6.947648842643813,445088,0,0,0,stop,8,0.09876543,9,0.5625,0,0.0,10,0,0,3,2,33,2,26,0,1,0.01333333,3,0.96296296,1.5418726476598215,1.3760755141108725
Qwen3.6-27B-AWQ-BF16-INT4/high/qwen36-27b-pi-codex-goal/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,local-vllm/cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,high,qwen36-27b-pi-codex-goal,2,typescript,feature_request,0,0.9489795918367347,5718277,102,107,1680.5,15.559178269080599,4.634728988229636,7.427441531180325,521022,0,0,0,stop,11,0.10280374,11,0.52380952,1,0.125,13,0,0,2,1,51,3,41,0,2,0.01960784,2,0.98130841,1.9906659680450784,1.9572258360779098
ThinkingCap-Qwen3.6-27B/high/baseline-thinkingcap-qwen36/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,local-vllm/bottlecapai/ThinkingCap-Qwen3.6-27B,high,baseline-thinkingcap-qwen36,0,typescript,feature_request,0,0.9030612244897959,9184101,119,128,1651.6,16.03298450375159,4.787491742782046,7.410105084267084,580168,0,0,0,stop,17,0.1328125,26,0.61904762,0,0.0,8,0,0,1,0,42,7,35,1,1,0.00840336,0,1.0,2.398310325627055,2.2492633194870857
ThinkingCap-Qwen3.6-27B/high/baseline-thinkingcap-qwen36/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,local-vllm/bottlecapai/ThinkingCap-Qwen3.6-27B,high,baseline-thinkingcap-qwen36,1,typescript,feature_request,0,0.9285714285714286,3864415,76,81,2164.4,15.167321128975061,4.343805421853684,7.680360380876798,373985,0,0,0,stop,11,0.13580247,9,0.375,0,0.0,8,1,0,1,0,24,3,17,0,1,0.01315789,0,1.0,1.6535274070610624,1.4010654916419436
ThinkingCap-Qwen3.6-27B/high/baseline-thinkingcap-qwen36-temp06/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,local-vllm/bottlecapai/ThinkingCap-Qwen3.6-27B,high,baseline-thinkingcap-qwen36-temp06,0,typescript,feature_request,0,0.9132653061224489,2651120,69,75,852.1,14.790493127383073,4.248495242049359,6.748876773914649,281958,0,0,0,stop,9,0.12,10,0.43478261,0,0.0,6,1,0,1,1,25,3,18,0,0,0.0,0,1.0,1.3293193291860765,1.2188604434619457
composer-2-5/off/baseline-cursor/httpx-streaming-json-iteration/rep0,httpx-streaming-json-iteration,cursor/composer-2-5,off,baseline-cursor,0,python,feature_request,1,1.0,8160,22,26,114.4,9.007121989469242,3.1354942159291497,4.748404354073999,45408,0,0,0,stop,2,0.07692308,2,0.16666667,0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0,1.0,-7.518668800827091,-1.812398162009324
composer-2-5/off/baseline-cursor/httpx-streaming-json-iteration/rep1,httpx-streaming-json-iteration,cursor/composer-2-5,off,baseline-cursor,1,python,feature_request,1,1.0,9959,31,34,91.1,9.206332350578643,3.4657359027997265,4.522874943261261,58816,0,0,0,stop,1,0.02941176,1,0.07692308,0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,1,0.97058824,-7.163799825209355,-0.5534591767660288
composer-2-5/off/baseline-cursor/httpx-streaming-json-iteration/rep2,httpx-streaming-json-iteration,cursor/composer-2-5,off,baseline-cursor,2,python,feature_request,1,1.0,6142,20,21,60.4,8.723068501163928,3.044522437723423,4.117409835153096,35097,0,0,0,stop,0,0.0,0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0,1.0,-8.02467546561193,-2.1591984682498246
deepseek-v4-flash/high/advisor/dynamodb-toolbox-conditional-attribute-requirements/rep0,dynamodb-toolbox-conditional-attribute-requirements,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,typescript,feature_request,0,0.9861325115562404,3262015,64,107,611.5,14.997855967117346,4.174387269895637,6.417548942418882,429763,0,0,0,stop,5,0.04672897,6,0.08955224,0,0.0,0,0,0,0,0,19,4,0,0,0,0.0,1,0.99065421,0.5538190013964599,-0.15268326065546117
deepseek-v4-flash/high/advisor/go-genai-streamed-function-args/rep0,go-genai-streamed-function-args,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,go,feature_request,0,0.0,3185617,65,75,673.2,14.974156862703026,4.189654742026425,6.51352680279996,413521,0,0,0,stop,1,0.01333333,24,0.68571429,0,0.0,2,0,0,0,0,12,1,7,0,1,0.01538462,1,0.98666667,1.0284500363982185,2.9400711351247146
deepseek-v4-flash/high/advisor/go-genai-streamed-function-args/rep1,go-genai-streamed-function-args,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,go,feature_request,0,0.9264705882352942,13895983,98,113,890.7,16.447110435491936,4.59511985013459,6.793129753140834,964526,0,0,0,stop,6,0.05309735,23,0.62162162,0,0.0,11,0,0,0,0,10,8,7,0,1,0.01020408,2,0.98230088,2.107374437744513,4.330351546006778
deepseek-v4-flash/high/advisor/happy-dom-deterministic-intersectionobserver/rep0,happy-dom-deterministic-intersectionobserver,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,typescript,feature_request,0,0.9565217391304348,1990548,56,82,941.1,14.503921038049937,4.04305126783455,6.848111426054622,321493,0,0,0,stop,5,0.06097561,9,0.40909091,0,0.0,0,0,0,0,0,10,0,5,0,1,0.01785714,3,0.96341463,2.259829825449308,1.870892792320886
deepseek-v4-flash/high/advisor/httpx-streaming-json-iteration/rep1,httpx-streaming-json-iteration,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,python,feature_request,0,0.9947089947089947,6562968,104,114,737.1,15.696953649995063,4.653960350157523,6.604079316776007,516294,0,0,0,stop,3,0.02631579,14,0.60869565,0,0.0,26,0,0,0,0,20,3,18,0,1,0.00961538,2,0.98245614,4.39845084699158,3.9762599334205357
deepseek-v4-flash/high/advisor/kcp-go-multiplexed-kcp-streams/rep0,kcp-go-multiplexed-kcp-streams,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,go,feature_request,0,0.3333333333333333,304136,17,21,411.2,12.625233536767325,2.8903717578961645,6.021508668456359,159592,0,0,0,error,2,0.0952381,1,0.14285714,0,0.0,0,0,0,0,0,3,1,1,0,0,0.0,1,0.95238095,0.03205747416054485,-0.7175115997068373
deepseek-v4-flash/high/advisor/kombu-virtual-queue-dead-lettering/rep1,kombu-virtual-queue-dead-lettering,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,python,feature_request,0,0.9838709677419355,4602899,88,92,571.6,15.342197097601407,4.48863636973214,6.350187392664015,472555,0,0,0,stop,4,0.04347826,29,0.76315789,0,0.0,16,0,0,1,0,19,5,14,0,0,0.0,1,0.98913043,7.982725887825563,2.7985830474090223
deepseek-v4-flash/high/advisor/koota-deferred-mutation-buffer/rep1,koota-deferred-mutation-buffer,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,typescript,feature_request,0,0.6432160804020101,4771440,76,95,632.6,15.378158913678643,4.343805421853684,6.451417840500216,495568,0,0,0,stop,8,0.08421053,15,0.33333333,0,0.0,3,0,0,0,0,19,2,11,0,1,0.01315789,2,0.97894737,2.300184471676116,1.4470484606404164
deepseek-v4-flash/high/advisor/meriyah-explicit-resource-declarations/rep0,meriyah-explicit-resource-declarations,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,typescript,feature_request,0,0.9986412516013821,2553964,41,59,441.8,14.753157611486985,3.7376696182833684,6.093118200834482,494166,0,0,0,error,0,0.0,12,0.46153846,0,0.0,0,0,0,0,0,5,1,1,0,3,0.07317073,1,0.98305085,0.04422596039079809,-1.5192043296779132
deepseek-v4-flash/high/advisor/prometheus-typed-label-sorting/rep1,prometheus-typed-label-sorting,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,go,bugfix,0,0.8888888888888888,5769590,71,91,771.4,15.568111752089752,4.276666119016055,6.6495025505543595,589772,0,0,0,stop,4,0.04395604,8,0.42105263,1,0.03846154,16,0,0,0,0,11,1,8,0,0,0.0,2,0.97802198,4.3612474748215515,5.507292547067849
deepseek-v4-flash/high/advisor/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,openrouter/deepseek/deepseek-v4-flash,high,advisor,0,typescript,feature_request,0,0.6275510204081632,192702,12,19,84.4,12.168905422522062,2.5649493574615367,4.447346100794524,101088,0,0,0,error,0,0.0,0,0.0,0,0.0,0,0,0,0,0,4,0,0,0,0,0.0,0,1.0,-0.9261922229887505,-1.9995844240677503
deepseek-v4-flash/high/advisor/wasmi-trap-coredumps/rep1,wasmi-trap-coredumps,openrouter/deepseek/deepseek-v4-flash,high,advisor,1,rust,feature_request,0,0.8125,16359078,164,195,1395.7,16.610293591710683,5.10594547390058,7.241867590311726,797101,0,0,0,stop,13,0.06666667,41,0.57746479,2,0.04545455,8,1,0,1,0,32,5,22,1,4,0.02439024,3,0.98461538,3.031522152423816,3.8788084568972168
deepseek-v4-flash/high/baseline-preamble-orchestration/abs-module-cache-flags/rep0,abs-module-cache-flags,openrouter/deepseek/deepseek-v4-flash,high,baseline-preamble-orchestration,0,go,enhancement,0,0.6956521739130435,8814584,102,120,667.9,15.991918293862982,4.634728988229636,6.505634572124363,624723,0,0,0,stop,10,0.08333333,24,0.64864865,0,0.0,19,0,0,1,0,28,0,21,0,1,0.00980392,0,1.0,2.7776544364102196,2.265649352984741
deepseek-v4-flash/high/baseline-preamble-orchestration/dynamodb-toolbox-conditional-attribute-requirements/rep0,dynamodb-toolbox-conditional-attribute-requirements,openrouter/deepseek/deepseek-v4-flash,high,baseline-preamble-orchestration,0,typescript,feature_request,0,0.9922958397534669,3929782,68,114,614.2,15.184094766035981,4.23410650459726,6.421947418191435,444555,0,0,0,stop,3,0.02631579,21,0.26582278,0,0.0,0,0,0,0,0,21,2,3,0,0,0.0,0,1.0,0.8562858981042473,0.0
deepseek-v4-flash/high/baseline-preamble-orchestration/go-genai-streamed-function-args/rep0,go-genai-streamed-function-args,openrouter/deepseek/deepseek-v4-flash,high,baseline-preamble-orchestration,0,go,feature_request,0,0.9264705882352942,3148289,53,71,671.7,14.962370006258672,3.9889840465642745,6.51129946503156,432591,0,0,0,stop,0,0.0,18,0.52941176,0,0.0,2,0,0,0,0,11,0,6,0,1,0.01886792,0,1.0,1.0198162768093801,2.2520007405084574
deepseek-v4-flash/high/baseline-preamble-orchestration/happy-dom-deterministic-intersectionobserver/rep0,happy-dom-deterministic-intersectionobserver,openrouter/deepseek/deepseek-v4-flash,high,baseline-preamble-orchestration,0,typescript,feature_request,0,0.9565217391304348,1479167,38,54,412.9,14.206990325505743,3.6635616461296463,6.025624398754687,352695,0,0,0,stop,3,0.05555556,1,0.0625,0,0.0,0,0,0,0,0,9,0,5,0,1,0.02631579,0,1.0,1.8415779727036512,0.8202399107559081
