model_leaf,thinking,config,task,rep,session_path,record_line,call_record_line,path,offset,limit,source_line,result_line_index,line_characters,ordinary_affected,omitted_characters,notice_characters
deepseek-v4-flash,high,ponytail-extension,fd-deterministic-multi-key-sorting,0,results/deepseek-v4-flash/high/ponytail-extension/fd-deterministic-multi-key-sorting/rep0/session/2026-06-25T04-28-33-256Z_019efd09-6a68-7e83-ad2f-aafc1c5c4e2c.jsonl,18,15,/app/src/main.rs,,,58,57,2822,1,822,105
deepseek-v4-flash,high,ponytail-extension,kgateway-consistent-hash-policy,0,results/deepseek-v4-flash/high/ponytail-extension/kgateway-consistent-hash-policy/rep0/session/2026-06-25T05-33-46-297Z_019efd45-1fb9-7eec-910a-42d7c0aba6ba.jsonl,87,86,/app/pkg/kgateway/extensions2/plugins/trafficpolicy/merge.go,410,100,430,20,2440,1,440,107
deepseek-v4-flash,high,ponytail-extension,kgateway-consistent-hash-policy,0,results/deepseek-v4-flash/high/ponytail-extension/kgateway-consistent-hash-policy/rep0/session/2026-06-25T05-33-46-297Z_019efd45-1fb9-7eec-910a-42d7c0aba6ba.jsonl,89,88,/app/pkg/kgateway/extensions2/plugins/trafficpolicy/merge.go,414,35,430,16,2440,1,440,107
deepseek-v4-flash,high,ponytail-full,abs-module-cache-flags,0,results/deepseek-v4-flash/high/ponytail-full/abs-module-cache-flags/rep0/session/2026-06-24T22-09-01-679Z_019efbad-f2ee-7d83-b6c9-926b70814220.jsonl,24,23,/app/evaluator/stdlib.go,,,82,81,2615,1,615,105
deepseek-v4-flash,high,ponytail-full,boa-hierarchical-evaluation-cancellation,0,results/deepseek-v4-flash/high/ponytail-full/boa-hierarchical-evaluation-cancellation/rep0/session/2026-06-25T02-08-20-085Z_019efc89-0a75-737f-9508-a206a2273ff9.jsonl,109,108,/app/core/engine/src/job.rs,630,180,667,37,4315,1,2315,107
deepseek-v4-flash,high,recall-placebo,claude-code-by-agents-recursive-delegation,0,results/deepseek-v4-flash/high/recall-placebo/claude-code-by-agents-recursive-delegation/rep0/session/2026-07-01T21-54-52-644Z_019f1fad-8264-7b22-9ce4-f36adb65c12b.jsonl,43,42,/app/backend/node_modules/@anthropic-ai/sdk/resources/index.d.ts,,,4,3,2262,1,262,103
deepseek-v4-flash-0731,max,baseline-deepseek-v4-flash-0731@1.0.0,dateutil-rfc5545-timezone-interop,1,results/deepseek-v4-flash-0731/max/baseline-deepseek-v4-flash-0731@1.0.0/dateutil-rfc5545-timezone-interop/rep1/session/2026-08-02T10-09-20-961Z_019fc1f3-1441-75d1-8679-8be843f97495.jsonl,82,81,/tmp/test.patch,480,,807,327,2170,1,170,107
gpt-5.3-codex-spark,high,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.3-codex-spark/high/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T14-26-43-825Z_019f0453-6bf1-762c-9bee-14bfd9135def.jsonl,22,21,src/main.rs,,,57,56,2950,1,950,105
gpt-5.3-codex-spark,high,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.3-codex-spark/high/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T14-26-43-825Z_019f0453-6bf1-762c-9bee-14bfd9135def.jsonl,22,21,src/main.rs,,,58,57,2822,1,822,105
gpt-5.5,low,baseline-omp-ast,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-ast/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T20-39-59-273Z_019f2edc-0629-7000-bede-8888cc021f76.jsonl,26,24,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-ast,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-ast/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T20-39-59-273Z_019f2edc-0629-7000-bede-8888cc021f76.jsonl,26,24,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-ast,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-ast/fd-deterministic-multi-key-sorting/rep1/session/2026-07-04T20-40-08-296Z_019f2edc-2968-7000-8d24-3f17e52ef3f6.jsonl,25,20,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-ast,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-ast/fd-deterministic-multi-key-sorting/rep1/session/2026-07-04T20-40-08-296Z_019f2edc-2968-7000-8d24-3f17e52ef3f6.jsonl,25,20,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-bash-only,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-bash-only/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T20-39-59-155Z_019f2edc-05b3-7000-a8ca-8abec89bd3bc.jsonl,23,21,src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-bash-only,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-bash-only/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T20-39-59-155Z_019f2edc-05b3-7000-a8ca-8abec89bd3bc.jsonl,23,21,src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-bash-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-bash-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-04T20-40-05-838Z_019f2edc-1fcd-7000-9d18-f705e80628d2.jsonl,20,15,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-bash-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-bash-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-04T20-40-05-838Z_019f2edc-1fcd-7000-9d18-f705e80628d2.jsonl,20,15,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,actionlint-action-pinning-lint,0,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/actionlint-action-pinning-lint/rep0/session/2026-07-07T03-55-52-328Z_019f3ab7-ce88-7000-a09f-7d4ed0e54bd5.jsonl,162,160,artifact://22:raw:1-200,,,5,4,7189,1,5189,103
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep0/session/2026-07-07T03-29-39-275Z_019f3a9f-cdcb-7000-9702-e33ba9c877d9.jsonl,24,18,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep0/session/2026-07-07T03-29-39-275Z_019f3a9f-cdcb-7000-9702-e33ba9c877d9.jsonl,24,18,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep1/session/2026-07-07T03-30-00-797Z_019f3aa0-21dd-7000-bd51-444ef2a23a11.jsonl,24,17,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep1/session/2026-07-07T03-30-00-797Z_019f3aa0-21dd-7000-bd51-444ef2a23a11.jsonl,24,17,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T03-31-02-933Z_019f3aa1-1495-7000-9699-d33abdcd8fde.jsonl,34,32,/app/src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-pi-prompt-bash-only-no-project,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-omp-pi-prompt-bash-only-no-project/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T03-31-02-933Z_019f3aa1-1495-7000-9699-d33abdcd8fde.jsonl,34,32,/app/src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-omp-pi-prompt-grepglob-no-project,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-omp-pi-prompt-grepglob-no-project/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T03-31-04-650Z_019f3aa1-1b4a-7000-9d57-93223b6d5b52.jsonl,20,15,src/main.rs,,,35,34,2953,1,953,105
gpt-5.5,low,baseline-omp-pi-prompt-grepglob-no-project,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-omp-pi-prompt-grepglob-no-project/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T03-31-04-650Z_019f3aa1-1b4a-7000-9d57-93223b6d5b52.jsonl,20,15,src/main.rs,,,36,35,2825,1,825,105
gpt-5.5,low,baseline-preamble-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-preamble-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T03-59-14-757Z_019f3594-8945-7f30-8113-2f8033365627.jsonl,26,25,src/main.rs,1,80,57,56,2950,1,950,105
gpt-5.5,low,baseline-preamble-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-preamble-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T03-59-14-757Z_019f3594-8945-7f30-8113-2f8033365627.jsonl,26,25,src/main.rs,1,80,58,57,2822,1,822,105
gpt-5.5,low,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-29T19-48-17-117Z_019f14ec-e45d-7083-8398-3091d40cca2d.jsonl,36,35,src/main.rs,1,140,57,56,2950,1,950,105
gpt-5.5,low,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-29T19-48-17-117Z_019f14ec-e45d-7083-8398-3091d40cca2d.jsonl,36,35,src/main.rs,1,140,58,57,2822,1,822,105
gpt-5.5,low,baseline-wf-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-wf-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T03-59-32-550Z_019f3594-cec6-7949-a2de-bcd0f69141d1.jsonl,28,27,src/main.rs,1,80,57,56,2950,1,950,105
gpt-5.5,low,baseline-wf-only,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/baseline-wf-only/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T03-59-32-550Z_019f3594-cec6-7949-a2de-bcd0f69141d1.jsonl,28,27,src/main.rs,1,80,58,57,2822,1,822,105
gpt-5.5,low,baseline-wf-only,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-wf-only/fd-deterministic-multi-key-sorting/rep2/session/2026-07-06T04-01-09-977Z_019f3596-4b59-7756-9952-d6f37641206a.jsonl,22,21,src/main.rs,1,330,57,56,2950,1,950,105
gpt-5.5,low,baseline-wf-only,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/baseline-wf-only/fd-deterministic-multi-key-sorting/rep2/session/2026-07-06T04-01-09-977Z_019f3596-4b59-7756-9952-d6f37641206a.jsonl,22,21,src/main.rs,1,330,58,57,2822,1,822,105
gpt-5.5,low,baseline-wf-only,textual-kitty-key-phases,2,results/gpt-5.5/low/baseline-wf-only/textual-kitty-key-phases/rep2/session/2026-07-06T03-55-15-920Z_019f3590-e450-78c4-b45e-822042651c1d.jsonl,48,47,src/textual/events.py,300,35,316,16,27549,1,25549,108
gpt-5.5,low,baseline-wf-tight-checklist,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-wf-tight-checklist/fd-deterministic-multi-key-sorting/rep0/session/2026-07-08T19-19-01-219Z_019f432b-5563-7a7b-b078-5260bfdd9cee.jsonl,24,23,src/main.rs,,80,57,56,2950,1,950,105
gpt-5.5,low,baseline-wf-tight-checklist,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/baseline-wf-tight-checklist/fd-deterministic-multi-key-sorting/rep0/session/2026-07-08T19-19-01-219Z_019f432b-5563-7a7b-b078-5260bfdd9cee.jsonl,24,23,src/main.rs,,80,58,57,2822,1,822,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T02-47-11-229Z_019f20b9-207d-7b38-8eba-3730b85b90df.jsonl,18,17,src/main.rs,1,520,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T02-47-11-229Z_019f20b9-207d-7b38-8eba-3730b85b90df.jsonl,18,17,src/main.rs,1,520,77,76,2822,1,822,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep1/session/2026-07-02T02-48-09-633Z_019f20ba-04a1-7f4c-b8c4-ba1f92900a64.jsonl,18,17,src/main.rs,1,520,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep1/session/2026-07-02T02-48-09-633Z_019f20ba-04a1-7f4c-b8c4-ba1f92900a64.jsonl,18,17,src/main.rs,1,520,77,76,2822,1,822,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-50-03-258Z_019f20bb-c07a-700b-b435-0bf72b586f23.jsonl,22,21,src/main.rs,,220,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codebase-memory/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-50-03-258Z_019f20bb-c07a-700b-b435-0bf72b586f23.jsonl,22,21,src/main.rs,,220,77,76,2822,1,822,105
gpt-5.5,low,codebase-memory-max,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codebase-memory-max/fd-deterministic-multi-key-sorting/rep1/session/2026-07-02T02-48-16-485Z_019f20ba-1f64-73d0-ac35-63516e90ed5c.jsonl,24,23,src/main.rs,1,180,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory-max,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codebase-memory-max/fd-deterministic-multi-key-sorting/rep1/session/2026-07-02T02-48-16-485Z_019f20ba-1f64-73d0-ac35-63516e90ed5c.jsonl,24,23,src/main.rs,1,180,77,76,2822,1,822,105
gpt-5.5,low,codebase-memory-max,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codebase-memory-max/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-50-28-319Z_019f20bc-225f-7408-bfc3-02ba9a6609c7.jsonl,24,23,src/main.rs,1,160,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory-max,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codebase-memory-max/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-50-28-319Z_019f20bc-225f-7408-bfc3-02ba9a6609c7.jsonl,24,23,src/main.rs,1,160,77,76,2822,1,822,105
gpt-5.5,low,codebase-memory-max-pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/codebase-memory-max-pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T03-50-45-151Z_019f2b40-0a9f-758e-8b4f-60b07016f376.jsonl,34,33,src/main.rs,1,220,76,75,2950,1,950,105
gpt-5.5,low,codebase-memory-max-pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/codebase-memory-max-pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-04T03-50-45-151Z_019f2b40-0a9f-758e-8b4f-60b07016f376.jsonl,34,33,src/main.rs,1,220,77,76,2822,1,822,105
gpt-5.5,low,codegraph-cli-skill,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codegraph-cli-skill/fd-deterministic-multi-key-sorting/rep1/session/2026-07-08T06-04-05-723Z_019f4053-8edb-7d7e-89dc-736bcf2eb2bd.jsonl,31,30,src/main.rs,1,260,57,56,2950,1,950,105
gpt-5.5,low,codegraph-cli-skill,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codegraph-cli-skill/fd-deterministic-multi-key-sorting/rep1/session/2026-07-08T06-04-05-723Z_019f4053-8edb-7d7e-89dc-736bcf2eb2bd.jsonl,31,30,src/main.rs,1,260,58,57,2822,1,822,105
gpt-5.5,low,codegraph-cli-skill,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codegraph-cli-skill/fd-deterministic-multi-key-sorting/rep2/session/2026-07-08T06-04-20-301Z_019f4053-c7cd-75e4-8fb2-a18bd06417b8.jsonl,16,15,src/main.rs,1,180,57,56,2950,1,950,105
gpt-5.5,low,codegraph-cli-skill,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/codegraph-cli-skill/fd-deterministic-multi-key-sorting/rep2/session/2026-07-08T06-04-20-301Z_019f4053-c7cd-75e4-8fb2-a18bd06417b8.jsonl,16,15,src/main.rs,1,180,58,57,2822,1,822,105
gpt-5.5,low,codegraph-cli-skill-seam-checkpoint,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codegraph-cli-skill-seam-checkpoint/fd-deterministic-multi-key-sorting/rep1/session/2026-07-08T18-08-11-818Z_019f42ea-7e2a-7d3d-9930-5063f49a41ea.jsonl,20,19,src/main.rs,1,230,57,56,2950,1,950,105
gpt-5.5,low,codegraph-cli-skill-seam-checkpoint,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/codegraph-cli-skill-seam-checkpoint/fd-deterministic-multi-key-sorting/rep1/session/2026-07-08T18-08-11-818Z_019f42ea-7e2a-7d3d-9930-5063f49a41ea.jsonl,20,19,src/main.rs,1,230,58,57,2822,1,822,105
gpt-5.5,low,observational-memory-gpt54mini-low,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/observational-memory-gpt54mini-low/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T06-06-15-861Z_019f3608-d335-748d-94d4-583b4d4c4c89.jsonl,26,25,src/main.rs,1,120,57,56,2950,1,950,105
